Order_ID,Order_Date,Item_Type,Outlet_Tier,Outlet_Size,Outlet_Establishment_Year,Sales,Rating
16909,2021-09-23,Snack Foods,Tier 3,Medium,2016,965.29,4.8
16910,2020-01-11,Household,Tier 2,Small,2016,327.11,4.2
16911,2022-03-27,Meat,Tier 1,Medium,2012,697.24,4.6
16912,2019-07-23,Soft Drinks,Tier 2,Small,2018,384.12,3.8
16913,2021-09-15,Household,Tier 3,High,2016,654.72,4.3
16914,2020-10-22,Dairy,Tier 1,Medium,2016,1888.68,3.8
16915,2019-03-16,Soft Drinks,Tier 2,Medium,2014,1519.06,3.9
16916,2022-11-04,Meat,Tier 2,High,2014,319.7,3.7
16917,2021-01-10,Snack Foods,Tier 1,Small,2012,1354.39,4.2
16918,2019-10-31,Dairy,Tier 3,Medium,2016,109.49,4.3
16919,2021-12-21,Dairy,Tier 1,High,2010,1968.07,3.9
16920,2020-07-23,Soft Drinks,Tier 1,Small,2018,1086.81,4.4
16921,2021-02-24,Snack Foods,Tier 3,Small,2012,1035.56,3.9
16922,2022-02-05,Fruits and Vegetables,Tier 2,Small,2010,518.65,4.3
16923,2022-04-25,Frozen Foods,Tier 1,Medium,2010,942.78,4.5
16924,2021-09-13,Frozen Foods,Tier 1,High,2012,1076.17,3.6
16925,2019-08-17,Fruits and Vegetables,Tier 2,Medium,2012,1333.49,4.8
16926,2021-12-07,Baking Goods,Tier 3,Small,2016,139.53,4.0
16927,2019-09-25,Meat,Tier 2,Medium,2018,717.24,4.3
16928,2020-12-27,Snack Foods,Tier 2,Small,2016,804.64,4.2
16929,2021-03-12,Soft Drinks,Tier 1,Small,2010,340.84,4.9
16930,2019-09-11,Meat,Tier 1,High,2016,517.58,3.8
16931,2021-08-14,Meat,Tier 3,Medium,2016,511.51,4.4
16932,2021-05-19,Fruits and Vegetables,Tier 1,High,2018,1630.23,4.7
16933,2019-03-28,Soft Drinks,Tier 2,Medium,2014,1390.08,4.1
16934,2022-04-19,Baking Goods,Tier 2,Medium,2018,1849.36,4.0
16935,2021-11-14,Soft Drinks,Tier 3,Medium,2016,654.29,3.7
16936,2022-11-12,Snack Foods,Tier 1,Small,2014,1769.24,4.6
16937,2019-08-10,Baking Goods,Tier 1,High,2010,1734.41,4.7
16938,2021-09-16,Soft Drinks,Tier 3,High,2018,923.52,4.0
16939,2020-02-01,Snack Foods,Tier 3,High,2012,1277.97,4.7
16940,2021-07-26,Snack Foods,Tier 1,Small,2010,1216.01,3.6
16941,2020-05-25,Seafood,Tier 3,Medium,2014,650.26,4.1
16942,2020-07-14,Household,Tier 2,Medium,2010,561.04,3.9
16943,2021-04-25,Household,Tier 3,Small,2012,379.47,3.9
16944,2020-03-15,Meat,Tier 2,Medium,2012,1683.45,4.9
16945,2022-04-13,Baking Goods,Tier 2,Medium,2018,1090.38,4.7
16946,2019-11-07,Breads,Tier 2,High,2018,709.81,4.6
16947,2022-07-21,Meat,Tier 1,Small,2016,1044.49,4.2
16948,2019-02-04,Breads,Tier 2,Medium,2016,207.15,4.4
16949,2019-08-05,Soft Drinks,Tier 3,Small,2010,256.67,4.7
16950,2020-12-21,Snack Foods,Tier 2,Small,2012,1530.74,3.9
16951,2021-10-12,Seafood,Tier 1,Medium,2010,1807.43,3.9
16952,2022-12-02,Breads,Tier 1,Medium,2014,674.52,4.8
16953,2020-06-02,Frozen Foods,Tier 1,Small,2014,847.89,3.8
16954,2019-09-26,Breads,Tier 1,Small,2016,778.77,4.5
16955,2020-09-29,Breads,Tier 3,Medium,2010,984.13,4.9
16956,2020-04-19,Baking Goods,Tier 1,High,2014,857.26,4.9
16957,2022-09-10,Household,Tier 3,Medium,2016,803.16,4.0
16958,2022-10-11,Seafood,Tier 1,Small,2010,1336.9,4.9
16959,2019-03-31,Dairy,Tier 1,Small,2012,580.62,3.7
16960,2021-12-01,Baking Goods,Tier 3,Medium,2014,1888.14,3.9
16961,2022-10-20,Frozen Foods,Tier 2,Medium,2014,651.53,4.1
16962,2022-05-10,Snack Foods,Tier 3,Small,2012,468.43,4.6
16963,2022-10-21,Baking Goods,Tier 2,Small,2016,1945.22,3.6
16964,2021-09-08,Fruits and Vegetables,Tier 3,Small,2014,496.17,3.8
16965,2019-10-15,Meat,Tier 2,High,2012,1096.52,4.2
16966,2020-04-25,Baking Goods,Tier 1,High,2016,691.39,3.6
16967,2020-09-28,Household,Tier 2,Small,2018,201.08,4.0
16968,2020-05-15,Household,Tier 2,Small,2016,1908.18,4.4
16969,2019-02-21,Household,Tier 1,Medium,2014,779.81,4.7
16970,2019-04-13,Baking Goods,Tier 1,Small,2016,1307.4,4.3
16971,2022-10-16,Household,Tier 2,High,2014,1731.39,4.2
16972,2022-12-18,Snack Foods,Tier 2,Small,2016,1128.32,4.0
16973,2020-11-29,Breads,Tier 3,High,2018,1440.07,4.1
16974,2022-05-13,Baking Goods,Tier 1,Medium,2016,1579.98,4.3
16975,2021-11-03,Household,Tier 1,High,2018,794.01,4.1
16976,2020-04-14,Fruits and Vegetables,Tier 1,Medium,2014,1276.11,4.0
16977,2022-08-20,Baking Goods,Tier 3,High,2016,451.62,4.4
16978,2020-03-02,Soft Drinks,Tier 3,High,2012,157.91,5.0
16979,2019-04-20,Breads,Tier 2,High,2018,1974.12,3.9
16980,2020-05-29,Breads,Tier 3,High,2010,230.58,3.7
16981,2019-03-09,Baking Goods,Tier 3,High,2018,886.01,3.7
16982,2022-06-23,Soft Drinks,Tier 3,Medium,2016,181.44,4.4
16983,2020-01-24,Snack Foods,Tier 1,Small,2018,1849.26,4.3
16984,2019-11-04,Baking Goods,Tier 2,Medium,2016,262.92,3.7
16985,2022-10-07,Soft Drinks,Tier 3,Small,2014,1583.69,4.1
16986,2021-12-25,Household,Tier 3,Medium,2014,1445.71,4.8
16987,2020-04-04,Household,Tier 3,High,2012,137.83,4.2
16988,2019-12-13,Household,Tier 1,Small,2010,1456.47,4.7
16989,2019-11-21,Fruits and Vegetables,Tier 2,Small,2014,1940.15,3.6
16990,2020-10-28,Baking Goods,Tier 2,Medium,2012,1065.96,4.2
16991,2021-11-22,Meat,Tier 3,Small,2010,614.53,4.7
16992,2019-03-09,Baking Goods,Tier 2,High,2012,1112.7,4.4
16993,2019-07-06,Meat,Tier 1,Small,2014,285.97,3.7
16994,2019-07-11,Snack Foods,Tier 3,Medium,2010,1914.13,4.8
16995,2022-05-21,Breads,Tier 2,Small,2014,762.4,3.8
16996,2020-03-03,Frozen Foods,Tier 3,Medium,2016,941.16,4.6
16997,2022-10-06,Meat,Tier 1,High,2010,832.72,3.6
16998,2022-02-05,Meat,Tier 3,Medium,2012,104.31,4.3
16999,2022-06-17,Frozen Foods,Tier 1,Medium,2016,116.99,4.0
17000,2019-08-04,Household,Tier 3,Small,2012,1146.62,5.0
17001,2019-06-26,Meat,Tier 3,Medium,2014,1029.53,4.8
17002,2022-09-15,Soft Drinks,Tier 2,Medium,2014,1973.67,4.2
17003,2020-07-14,Frozen Foods,Tier 2,Medium,2016,563.31,4.8
17004,2021-05-30,Breads,Tier 1,Medium,2016,768.53,3.9
17005,2020-09-17,Meat,Tier 1,Medium,2010,1976.33,4.3
17006,2020-08-29,Baking Goods,Tier 1,Medium,2012,143.37,4.7
17007,2019-06-28,Household,Tier 2,Small,2018,1303.14,4.5
17008,2020-01-30,Dairy,Tier 3,Small,2014,248.21,4.2
17009,2022-03-14,Fruits and Vegetables,Tier 1,Medium,2018,1895.48,4.3
17010,2021-05-25,Breads,Tier 3,Medium,2018,611.77,3.9
17011,2021-08-19,Dairy,Tier 3,Medium,2016,1637.49,4.3
17012,2019-07-17,Meat,Tier 2,High,2012,1826.95,3.7
17013,2021-08-26,Soft Drinks,Tier 2,Medium,2018,1701.68,4.6
17014,2022-01-12,Frozen Foods,Tier 3,Small,2012,1135.96,5.0
17015,2020-10-30,Soft Drinks,Tier 1,Small,2016,1948.16,3.6
17016,2022-01-13,Breads,Tier 2,Medium,2018,1369.38,4.7
17017,2020-04-01,Dairy,Tier 3,Small,2018,1582.98,4.8
17018,2022-06-30,Snack Foods,Tier 2,Small,2014,526.04,3.6
17019,2019-03-13,Fruits and Vegetables,Tier 3,High,2018,865.83,4.4
17020,2019-08-11,Seafood,Tier 2,Medium,2010,1216.46,4.8
17021,2019-10-03,Breads,Tier 1,Small,2016,334.33,4.4
17022,2022-06-23,Meat,Tier 1,Small,2010,1933.17,4.4
17023,2022-09-26,Breads,Tier 2,Medium,2018,263.93,5.0
17024,2020-07-26,Baking Goods,Tier 2,Small,2018,1479.08,4.8
17025,2021-07-12,Meat,Tier 2,High,2010,163.13,4.5
17026,2020-04-15,Soft Drinks,Tier 1,Medium,2014,250.15,4.3
17027,2020-03-29,Dairy,Tier 2,Small,2014,1265.5,3.8
17028,2021-08-26,Fruits and Vegetables,Tier 1,Medium,2010,932.34,4.8
17029,2019-01-07,Fruits and Vegetables,Tier 2,Small,2010,57.11,3.9
17030,2019-07-07,Soft Drinks,Tier 2,High,2016,817.65,3.5
17031,2019-01-04,Dairy,Tier 3,Small,2014,537.68,3.6
17032,2021-06-25,Snack Foods,Tier 1,High,2012,1749.59,3.8
17033,2022-02-22,Household,Tier 2,Medium,2018,1430.77,4.7
17034,2021-11-04,Fruits and Vegetables,Tier 1,High,2018,1488.12,5.0
17035,2021-08-17,Breads,Tier 3,Medium,2010,1904.35,4.6
17036,2020-06-08,Breads,Tier 1,Small,2012,1434.23,3.7
17037,2020-09-21,Household,Tier 1,Small,2014,363.11,4.8
17038,2022-06-17,Household,Tier 1,Small,2014,1877.76,4.7
17039,2021-02-13,Meat,Tier 1,Small,2014,270.56,4.8
17040,2019-12-26,Fruits and Vegetables,Tier 1,Medium,2010,425.59,3.8
17041,2020-06-01,Dairy,Tier 1,Medium,2010,606.03,4.3
17042,2022-09-05,Household,Tier 1,Small,2018,391.45,4.4
17043,2022-06-08,Dairy,Tier 2,Medium,2018,85.73,4.5
17044,2021-11-19,Frozen Foods,Tier 2,Medium,2014,945.35,4.5
17045,2021-07-09,Breads,Tier 1,Medium,2018,1391.54,3.5
17046,2022-03-25,Soft Drinks,Tier 1,Small,2018,871.39,4.9
17047,2021-05-01,Snack Foods,Tier 2,High,2014,507.81,4.4
17048,2021-07-23,Baking Goods,Tier 3,High,2010,1771.66,3.8
17049,2021-06-19,Seafood,Tier 2,Medium,2018,807.19,4.6
17050,2020-02-03,Snack Foods,Tier 3,High,2010,1685.82,3.6
17051,2022-10-01,Frozen Foods,Tier 1,High,2012,398.07,3.7
17052,2022-05-03,Soft Drinks,Tier 1,Medium,2010,700.09,4.1
17053,2019-06-17,Frozen Foods,Tier 2,Medium,2016,1616.84,4.3
17054,2020-01-12,Meat,Tier 2,Medium,2016,109.37,4.1
17055,2022-10-17,Dairy,Tier 2,Small,2014,1844.96,4.0
17056,2022-06-21,Snack Foods,Tier 1,High,2016,823.28,4.6
17057,2020-08-29,Seafood,Tier 2,High,2012,1957.06,3.5
17058,2021-10-07,Baking Goods,Tier 2,Medium,2010,1417.65,4.5
17059,2020-08-11,Baking Goods,Tier 3,Small,2010,1901.32,4.9
17060,2022-04-09,Snack Foods,Tier 1,Medium,2018,179.11,3.7
17061,2022-11-30,Household,Tier 1,Small,2018,1457.93,4.8
17062,2022-05-15,Baking Goods,Tier 1,High,2018,1757.15,3.8
17063,2022-03-23,Meat,Tier 2,Medium,2010,1975.75,4.1
17064,2019-02-17,Dairy,Tier 1,Medium,2010,115.14,5.0
17065,2021-10-21,Baking Goods,Tier 2,High,2018,212.13,4.7
17066,2022-12-01,Household,Tier 3,Small,2010,1476.78,4.0
17067,2022-02-04,Snack Foods,Tier 1,Small,2012,125.91,4.0
17068,2019-06-22,Breads,Tier 3,High,2018,72.17,4.0
17069,2020-05-20,Baking Goods,Tier 3,Small,2016,1112.89,4.0
17070,2022-02-27,Fruits and Vegetables,Tier 1,High,2018,1082.45,5.0
17071,2020-02-02,Seafood,Tier 1,High,2016,1246.33,4.0
17072,2019-10-21,Dairy,Tier 2,High,2014,77.46,4.2
17073,2020-07-05,Dairy,Tier 3,Small,2016,1031.43,3.8
17074,2021-04-29,Snack Foods,Tier 3,Medium,2012,609.03,4.5
17075,2021-11-05,Meat,Tier 2,High,2010,1524.32,4.7
17076,2021-06-03,Dairy,Tier 1,Small,2012,729.0,3.9
17077,2022-10-04,Seafood,Tier 3,High,2014,745.36,3.8
17078,2021-09-30,Dairy,Tier 2,Small,2012,1325.76,4.2
17079,2022-05-11,Soft Drinks,Tier 3,High,2012,1338.3,4.5
17080,2019-05-14,Dairy,Tier 3,Small,2014,163.69,4.1
17081,2021-02-09,Household,Tier 2,High,2012,1270.71,3.7
17082,2020-05-22,Snack Foods,Tier 3,High,2014,1332.81,3.8
17083,2021-12-25,Dairy,Tier 2,High,2010,942.17,3.9
17084,2020-04-24,Baking Goods,Tier 2,Small,2018,1664.34,4.8
17085,2021-05-12,Baking Goods,Tier 3,Medium,2010,67.75,4.3
17086,2020-04-03,Dairy,Tier 3,High,2010,1938.33,4.4
17087,2022-09-27,Breads,Tier 1,Small,2010,783.25,3.8
17088,2020-09-17,Snack Foods,Tier 1,Small,2012,1211.61,4.5
17089,2019-06-08,Dairy,Tier 3,Small,2010,116.93,4.8
17090,2019-06-10,Fruits and Vegetables,Tier 1,Medium,2014,1432.36,3.8
17091,2022-07-01,Household,Tier 1,Medium,2014,1110.22,3.6
17092,2021-07-28,Household,Tier 2,Medium,2014,1922.71,4.5
17093,2019-06-04,Household,Tier 3,High,2014,873.93,4.7
17094,2020-04-30,Household,Tier 1,High,2010,1457.65,4.5
17095,2020-03-07,Seafood,Tier 1,Small,2016,194.74,4.1
17096,2021-11-16,Fruits and Vegetables,Tier 1,Small,2018,175.84,4.5
17097,2021-09-30,Breads,Tier 3,High,2016,1900.56,5.0
17098,2021-11-01,Breads,Tier 2,Small,2012,543.94,4.4
17099,2019-03-08,Fruits and Vegetables,Tier 3,Small,2010,1829.17,4.3
17100,2020-06-25,Fruits and Vegetables,Tier 2,Medium,2016,220.87,4.3
17101,2019-04-06,Household,Tier 1,High,2010,1293.59,4.2
17102,2019-08-03,Seafood,Tier 3,Medium,2014,1125.59,4.5
17103,2019-07-13,Breads,Tier 2,Small,2012,1934.05,4.8
17104,2022-08-06,Frozen Foods,Tier 1,High,2016,837.83,4.6
17105,2021-06-03,Dairy,Tier 1,Medium,2018,144.39,3.8
17106,2019-02-08,Baking Goods,Tier 3,High,2014,974.45,4.0
17107,2021-07-27,Household,Tier 2,Small,2014,1657.16,4.4
17108,2021-07-27,Breads,Tier 1,Small,2012,152.31,5.0
17109,2019-07-25,Breads,Tier 1,Small,2014,120.58,3.6
17110,2021-07-30,Breads,Tier 1,High,2014,1652.41,3.8
17111,2020-07-08,Soft Drinks,Tier 2,High,2016,1656.75,4.7
17112,2020-04-28,Baking Goods,Tier 2,Medium,2014,439.96,3.8
17113,2022-09-22,Seafood,Tier 1,High,2012,1332.08,4.5
17114,2021-02-09,Breads,Tier 2,Medium,2010,175.33,5.0
17115,2019-09-06,Snack Foods,Tier 1,Medium,2012,1542.94,4.5
17116,2022-01-02,Frozen Foods,Tier 1,Medium,2012,645.13,4.2
17117,2020-01-08,Breads,Tier 2,High,2010,499.5,4.7
17118,2021-05-28,Soft Drinks,Tier 2,High,2016,1371.41,4.7
17119,2021-04-14,Snack Foods,Tier 3,High,2018,1827.54,4.6
17120,2021-05-20,Breads,Tier 3,Medium,2018,130.93,3.7
17121,2020-12-02,Baking Goods,Tier 2,Small,2012,330.29,4.4
17122,2019-05-18,Baking Goods,Tier 2,Medium,2016,548.67,3.5
17123,2021-08-05,Baking Goods,Tier 2,Medium,2016,1859.2,3.6
17124,2020-04-01,Meat,Tier 2,Medium,2016,1760.46,3.6
17125,2021-03-24,Seafood,Tier 1,High,2016,1818.99,3.7
17126,2021-04-02,Soft Drinks,Tier 1,Medium,2012,787.83,4.1
17127,2021-07-30,Dairy,Tier 3,Medium,2014,501.68,4.9
17128,2020-03-19,Soft Drinks,Tier 2,Medium,2018,423.74,3.6
17129,2019-12-19,Soft Drinks,Tier 3,Small,2018,1769.81,4.6
17130,2021-09-22,Meat,Tier 2,High,2010,500.88,4.3
17131,2021-03-04,Snack Foods,Tier 2,Medium,2012,1085.14,3.9
17132,2020-02-15,Seafood,Tier 2,Medium,2018,696.89,4.0
17133,2020-11-08,Dairy,Tier 1,Small,2012,1022.92,3.5
17134,2020-03-28,Seafood,Tier 3,High,2012,724.25,4.6
17135,2020-02-23,Snack Foods,Tier 2,Medium,2016,621.25,3.7
17136,2020-03-25,Meat,Tier 3,High,2010,883.28,3.6
17137,2021-09-21,Dairy,Tier 3,Medium,2012,699.2,4.2
17138,2022-02-12,Frozen Foods,Tier 1,Medium,2018,1687.4,4.2
17139,2019-02-20,Baking Goods,Tier 1,High,2018,1182.28,4.5
17140,2022-10-24,Breads,Tier 2,Small,2010,393.53,4.6
17141,2019-07-29,Dairy,Tier 3,Medium,2012,510.09,4.3
17142,2021-06-06,Breads,Tier 1,High,2016,154.43,4.6
17143,2021-09-24,Soft Drinks,Tier 3,Medium,2010,634.39,3.9
17144,2021-09-19,Fruits and Vegetables,Tier 3,Medium,2012,1355.56,3.7
17145,2021-04-29,Fruits and Vegetables,Tier 2,Small,2010,406.77,4.9
17146,2020-09-18,Breads,Tier 3,Small,2016,243.44,4.1
17147,2020-11-09,Snack Foods,Tier 1,High,2014,675.98,3.6
17148,2022-12-29,Seafood,Tier 2,Medium,2014,1244.42,4.7
17149,2021-02-15,Meat,Tier 2,Medium,2014,971.92,4.4
17150,2022-06-04,Breads,Tier 2,High,2016,697.77,4.4
17151,2020-10-24,Frozen Foods,Tier 1,Medium,2016,1771.76,3.7
17152,2019-09-25,Soft Drinks,Tier 2,Medium,2010,963.69,4.6
17153,2019-04-26,Meat,Tier 3,High,2018,937.34,3.8
17154,2021-01-23,Meat,Tier 2,Small,2016,111.73,3.6
17155,2022-10-15,Dairy,Tier 1,Medium,2016,1296.72,3.7
17156,2022-09-14,Fruits and Vegetables,Tier 1,Small,2014,945.72,4.6
17157,2021-11-29,Snack Foods,Tier 2,Small,2014,332.9,4.7
17158,2019-07-01,Seafood,Tier 3,Small,2014,525.29,3.9
17159,2022-05-17,Dairy,Tier 1,High,2018,444.61,4.0
17160,2021-06-21,Snack Foods,Tier 1,High,2014,288.09,3.7
17161,2022-07-20,Dairy,Tier 1,High,2014,899.31,4.2
17162,2022-02-16,Seafood,Tier 2,Small,2018,758.41,3.8
17163,2022-11-06,Frozen Foods,Tier 1,Small,2014,752.24,5.0
17164,2021-08-03,Household,Tier 1,Small,2010,540.48,4.7
17165,2019-09-15,Dairy,Tier 1,Medium,2010,901.03,4.4
17166,2020-05-23,Meat,Tier 2,Small,2012,1117.67,4.6
17167,2019-04-02,Snack Foods,Tier 1,Medium,2010,1242.43,3.8
17168,2022-03-30,Fruits and Vegetables,Tier 1,Small,2018,478.66,4.6
17169,2019-05-29,Dairy,Tier 2,Medium,2014,1469.29,4.0
17170,2019-04-27,Meat,Tier 2,Medium,2012,102.71,4.2
17171,2020-04-02,Seafood,Tier 3,High,2016,1513.36,4.8
17172,2020-07-18,Seafood,Tier 1,High,2016,601.79,4.9
17173,2021-03-24,Baking Goods,Tier 2,Small,2010,771.5,4.7
17174,2019-02-14,Soft Drinks,Tier 3,High,2012,1182.39,4.7
17175,2021-02-12,Fruits and Vegetables,Tier 1,Medium,2016,1240.38,4.6
17176,2019-08-22,Meat,Tier 2,High,2016,871.25,4.4
17177,2022-10-30,Baking Goods,Tier 2,High,2016,1878.9,3.8
17178,2019-07-16,Seafood,Tier 1,Medium,2010,1723.73,4.4
17179,2019-01-25,Breads,Tier 1,Small,2010,488.82,3.6
17180,2020-01-30,Baking Goods,Tier 3,Small,2012,1198.37,3.5
17181,2020-12-14,Frozen Foods,Tier 1,Medium,2010,1455.92,4.8
17182,2021-11-25,Meat,Tier 1,High,2010,473.04,4.3
17183,2019-08-11,Household,Tier 1,Small,2018,85.98,3.5
17184,2021-05-13,Snack Foods,Tier 2,Medium,2010,1952.43,3.9
17185,2020-06-13,Breads,Tier 3,Small,2012,1918.78,4.5
17186,2022-04-26,Snack Foods,Tier 3,Medium,2010,674.68,4.9
17187,2022-11-26,Breads,Tier 3,High,2010,516.27,4.8
17188,2019-09-14,Baking Goods,Tier 2,Small,2018,351.5,4.2
17189,2020-10-15,Household,Tier 1,Medium,2012,1389.93,3.9
17190,2022-03-05,Snack Foods,Tier 2,Small,2016,1522.82,4.0
17191,2020-08-13,Seafood,Tier 3,High,2018,869.78,4.6
17192,2020-03-19,Frozen Foods,Tier 1,Small,2010,523.48,4.7
17193,2020-02-22,Frozen Foods,Tier 1,Medium,2014,925.01,4.0
17194,2022-08-08,Meat,Tier 3,High,2018,1056.9,4.4
17195,2020-07-27,Seafood,Tier 1,Medium,2018,1109.64,4.6
17196,2019-05-09,Soft Drinks,Tier 2,High,2012,914.57,4.8
17197,2021-10-07,Baking Goods,Tier 3,Small,2016,57.28,4.5
17198,2019-12-07,Seafood,Tier 2,High,2016,969.97,4.8
17199,2021-03-20,Frozen Foods,Tier 1,High,2016,727.18,3.9
17200,2022-07-04,Snack Foods,Tier 3,High,2018,1135.3,4.5
17201,2021-09-18,Baking Goods,Tier 1,High,2014,185.29,4.1
17202,2019-04-10,Dairy,Tier 3,Medium,2012,1764.42,4.9
17203,2019-02-08,Meat,Tier 3,High,2014,1757.11,3.8
17204,2019-09-20,Snack Foods,Tier 3,Medium,2016,1150.03,4.7
17205,2019-05-30,Frozen Foods,Tier 3,Medium,2018,1487.38,4.9
17206,2020-11-20,Breads,Tier 3,Small,2016,903.91,4.5
17207,2021-03-23,Seafood,Tier 1,Small,2014,1201.08,4.7
17208,2022-09-15,Baking Goods,Tier 3,High,2016,1254.46,4.8
17209,2022-02-17,Breads,Tier 2,High,2010,740.08,4.0
17210,2019-08-07,Breads,Tier 3,Small,2012,1923.7,3.7
17211,2021-06-24,Breads,Tier 2,Small,2014,1225.08,4.9
17212,2022-02-20,Frozen Foods,Tier 1,Medium,2010,1981.54,3.6
17213,2019-09-01,Household,Tier 3,High,2016,893.12,4.2
17214,2021-06-04,Fruits and Vegetables,Tier 3,Small,2012,113.03,4.0
17215,2020-08-09,Snack Foods,Tier 2,Small,2012,639.75,4.3
17216,2020-06-01,Snack Foods,Tier 3,Medium,2012,1319.04,5.0
17217,2021-11-10,Baking Goods,Tier 1,Medium,2018,1825.17,3.6
17218,2019-07-09,Meat,Tier 1,Small,2012,1249.57,4.7
17219,2022-06-02,Breads,Tier 3,High,2010,969.94,3.5
17220,2021-07-03,Seafood,Tier 2,Medium,2014,207.45,3.9
17221,2020-09-06,Soft Drinks,Tier 1,Medium,2010,332.27,4.6
17222,2021-05-05,Dairy,Tier 3,High,2016,154.27,3.9
17223,2020-04-10,Household,Tier 2,Small,2018,1436.81,4.4
17224,2019-04-09,Frozen Foods,Tier 2,Small,2018,1670.63,5.0
17225,2021-04-09,Seafood,Tier 1,High,2016,370.66,4.8
17226,2022-10-18,Household,Tier 3,High,2014,684.2,4.8
17227,2021-09-23,Snack Foods,Tier 1,Medium,2018,984.26,3.8
17228,2022-01-11,Meat,Tier 2,Small,2016,328.43,3.9
17229,2019-02-25,Frozen Foods,Tier 1,Small,2016,861.57,4.7
17230,2021-11-11,Seafood,Tier 3,Small,2016,1935.32,4.6
17231,2020-08-02,Fruits and Vegetables,Tier 1,High,2016,1452.34,3.9
17232,2019-07-04,Seafood,Tier 2,High,2012,375.52,4.1
17233,2020-06-05,Dairy,Tier 1,Small,2014,242.69,4.5
17234,2019-09-21,Snack Foods,Tier 2,High,2016,918.04,4.3
17235,2022-06-02,Fruits and Vegetables,Tier 2,High,2012,1976.5,4.2
17236,2021-11-27,Breads,Tier 2,High,2012,1596.9,3.7
17237,2021-09-29,Soft Drinks,Tier 1,Small,2010,621.59,4.2
17238,2019-05-03,Soft Drinks,Tier 3,Small,2016,101.25,5.0
17239,2022-03-25,Soft Drinks,Tier 2,Small,2012,852.01,4.0
17240,2019-10-28,Frozen Foods,Tier 1,Medium,2010,363.05,4.5
17241,2021-04-12,Breads,Tier 2,Small,2010,401.55,4.3
17242,2021-12-26,Baking Goods,Tier 1,Medium,2016,366.48,4.7
17243,2020-10-06,Breads,Tier 2,High,2018,1453.23,4.6
17244,2021-05-23,Dairy,Tier 1,High,2012,119.89,4.9
17245,2020-01-29,Snack Foods,Tier 2,High,2018,1151.23,4.5
17246,2020-10-22,Meat,Tier 2,Small,2010,1517.42,4.9
17247,2022-11-29,Fruits and Vegetables,Tier 2,Medium,2018,355.0,3.6
17248,2022-02-28,Breads,Tier 3,Small,2018,1791.22,4.1
17249,2019-03-10,Dairy,Tier 1,Small,2016,202.36,4.5
17250,2022-09-30,Dairy,Tier 3,High,2010,1381.28,4.2
17251,2021-01-31,Seafood,Tier 1,Medium,2014,385.33,4.9
17252,2019-11-16,Soft Drinks,Tier 2,Small,2012,1621.76,3.7
17253,2019-06-26,Meat,Tier 1,Medium,2016,1164.23,4.2
17254,2020-08-06,Baking Goods,Tier 1,Small,2016,1198.95,4.8
17255,2022-03-29,Seafood,Tier 2,High,2014,724.74,4.6
17256,2020-08-04,Snack Foods,Tier 2,Small,2016,602.36,4.7
17257,2022-03-04,Snack Foods,Tier 2,Medium,2010,953.48,4.2
17258,2019-04-21,Seafood,Tier 1,High,2016,1527.54,4.0
17259,2021-09-25,Breads,Tier 2,Small,2016,378.03,4.3
17260,2021-01-27,Seafood,Tier 2,Medium,2014,1641.73,3.8
17261,2019-10-10,Soft Drinks,Tier 1,Medium,2012,985.68,4.5
17262,2019-07-13,Soft Drinks,Tier 3,High,2012,931.82,4.7
17263,2021-08-24,Breads,Tier 1,High,2018,82.37,3.6
17264,2021-12-06,Seafood,Tier 1,Small,2010,292.18,4.4
17265,2021-09-04,Snack Foods,Tier 1,High,2014,892.35,4.4
17266,2019-12-08,Seafood,Tier 2,Small,2012,1963.53,3.9
17267,2022-06-19,Household,Tier 1,Medium,2014,537.79,5.0
17268,2020-06-05,Fruits and Vegetables,Tier 3,High,2018,70.0,4.2
17269,2022-10-25,Meat,Tier 1,Medium,2012,899.9,4.8
17270,2021-03-11,Fruits and Vegetables,Tier 1,Medium,2014,81.11,3.8
17271,2021-06-21,Fruits and Vegetables,Tier 2,Small,2010,705.63,4.6
17272,2019-05-11,Fruits and Vegetables,Tier 2,High,2010,740.41,3.6
17273,2022-07-17,Frozen Foods,Tier 3,Small,2018,54.59,3.6
17274,2021-03-24,Frozen Foods,Tier 1,High,2012,1570.16,3.8
17275,2019-03-02,Baking Goods,Tier 1,Small,2012,1830.06,4.6
17276,2019-06-13,Breads,Tier 1,Small,2010,1997.58,5.0
17277,2019-09-29,Baking Goods,Tier 1,Small,2018,1042.12,4.7
17278,2019-05-13,Household,Tier 1,Medium,2016,647.91,4.1
17279,2022-06-21,Baking Goods,Tier 1,High,2010,1449.08,4.5
17280,2021-09-24,Breads,Tier 2,Medium,2010,1486.1,4.2
17281,2022-12-28,Meat,Tier 3,Medium,2014,789.42,3.9
17282,2019-02-07,Fruits and Vegetables,Tier 1,Small,2018,1152.89,4.4
17283,2022-09-04,Breads,Tier 1,Small,2016,1652.45,4.3
17284,2022-10-31,Baking Goods,Tier 2,Medium,2018,418.89,4.3
17285,2020-09-08,Fruits and Vegetables,Tier 1,High,2018,89.92,3.6
17286,2020-04-18,Meat,Tier 2,Small,2010,1102.41,3.7
17287,2019-02-28,Baking Goods,Tier 3,Medium,2010,1345.56,4.2
17288,2020-08-11,Dairy,Tier 1,High,2010,1171.2,4.0
17289,2020-05-13,Baking Goods,Tier 3,High,2014,1212.68,4.1
